y,Date,y_scaled,t
63654,3/7/17,0.3352822198343973,0.6238244514106583
101573,3/8/17,0.5350114826285738,0.6246081504702194
99450,3/9/17,0.5238290879211175,0.6253918495297806
41971,3/10/17,0.221072203611234,0.6261755485893417
48379,3/11/17,0.25482481090533676,0.6269592476489029
38114,3/12/17,0.20075637865284537,0.627742946708464
58768,3/13/17,0.3095463834987253,0.6285266457680251
0,3/14/17,0.0,0.6293103448275862
0,3/15/17,0.0,0.6300940438871473
0,3/16/17,0.0,0.6308777429467085
25393,3/17/17,0.13375155384194004,0.6316614420062696
17446,3/18/17,0.09189263215557382,0.6324451410658307
33344,3/19/17,0.175631544571561,0.6332288401253918
60363,3/20/17,0.3179476644965552,0.6340125391849529
78104,3/21/17,0.4113941385921665,0.6347962382445141
55713,3/22/17,0.2934549017129132,0.6355799373040752
74345,3/23/17,0.3915945051935192,0.6363636363636364
82681,3/24/17,0.4355023913364094,0.6371473354231975
86293,3/25/17,0.4545277373954449,0.6379310344827587
55139,3/26/17,0.2904314940058572,0.6387147335423198
59614,3/27/17,0.3140024861471041,0.6394984326018809
46003,3/28/17,0.24230979921201778,0.640282131661442
91525,3/29/17,0.48208604597265237,0.6410658307210031
91041,3/30/17,0.4795366917388281,0.6418495297805643
23462,3/31/17,0.1235804732107115,0.6426332288401254
